Won,px,py,ex,ey,pgun,egun,sgun,parmor,earmor,pagent,eagent,atkLoadout,defLoadout,atkNumGuns,defNumGuns,atkAlive,defAlive,roundTime,isPlanted,sitePlanted,spikeBPS,atkWonLast,defWonLast,roundNumber,roundHalf,playerId,enemyId,roundId,matchId,seriesId,datesSTR,MapName,MapInt,isATK
1,406.68918,339.96857,460.4402,269.97726,500.0,0.0,500,1,1,Reyna,Raze,3500.0,3700.0,0,0,5.0,5.0,29.2,0,N,-1,0,0,1,1,3582,3599,642183,41347,19404,2021-10-30,Ascent,2,0
1,651.94617,349.09473,690.2474,343.70526,500.0,0.0,500,0,1,Jett,Astra,3500.0,3700.0,0,0,4.0,5.0,44.8,0,N,-1,0,0,1,1,1710,4639,642183,41347,19404,2021-10-30,Ascent,2,0
0,652.23364,352.041,695.8524,344.352,500.0,0.0,0,0,1,Jett,Sage,3500.0,3700.0,0,0,3.0,5.0,46.4,0,N,-1,0,0,1,1,1710,13591,642183,41347,19404,2021-10-30,Ascent,2,0
0,687.876,363.46667,624.8551,438.56,0.0,0.0,0,0,0,Sova,Sova,3500.0,3700.0,0,0,3.0,4.0,74.9,1,A,1,0,0,1,1,3346,1961,642183,41347,19404,2021-10-30,Ascent,2,0
1,720.85956,418.00815,742.9205,374.38934,500.0,0.0,500,0,1,Astra,Sage,3500.0,3700.0,0,0,3.0,3.0,76.1,1,A,1,0,0,1,1,494,13591,642183,41347,19404,2021-10-30,Ascent,2,0
0,682.98956,342.7711,632.0411,434.8233,500.0,0.0,0,1,0,Reyna,Sova,3500.0,3700.0,0,0,2.0,3.0,80.2,1,A,1,0,0,1,1,3582,1961,642183,41347,19404,2021-10-30,Ascent,2,0
1,798.6836,304.03873,870.18396,279.10342,500.0,0.0,500,0,1,Astra,Killjoy,3500.0,3700.0,0,0,2.0,2.0,82.6,1,A,2,0,0,1,1,494,2213,642183,41347,19404,2021-10-30,Ascent,2,0
1,797.3901,327.465,730.20135,389.408,500.0,0.0,500,0,0,Astra,Sova,3500.0,3700.0,0,0,1.0,2.0,90.7,1,A,2,0,0,1,1,494,1961,642183,41347,19404,2021-10-30,Ascent,2,0
1,626.2204,472.83707,558.02563,460.4772,1600.0,1600.0,1600,2,1,Astra,Astra,11800.0,15950.0,0,0,5.0,5.0,61.3,0,N,-1,0,1,2,2,494,4639,642184,41347,19404,2021-10-30,Ascent,2,0
0,625.7174,475.92703,552.42053,460.90836,1600.0,1600.0,1600,2,1,Astra,Sage,11800.0,15950.0,0,0,4.0,5.0,62.4,0,N,-1,0,1,2,2,494,13591,642184,41347,19404,2021-10-30,Ascent,2,0
1,860.7703,230.3826,786.03625,344.20828,1600.0,1600.0,1600,2,1,Jett,Sage,11800.0,15950.0,0,0,4.0,4.0,86.1,0,N,-1,0,1,2,2,1710,13591,642184,41347,19404,2021-10-30,Ascent,2,0
0,850.6381,225.78358,822.90027,284.49292,1600.0,1600.0,1600,2,1,Jett,Raze,11800.0,15950.0,0,0,3.0,4.0,87.4,0,N,-1,0,1,2,2,1710,3599,642184,41347,19404,2021-10-30,Ascent,2,0
1,865.5849,285.78638,844.02704,281.76224,1600.0,1600.0,1600,2,1,Reyna,Raze,11800.0,15950.0,0,0,3.0,3.0,108.1,1,A,1,0,1,2,2,3582,3599,642184,41347,19404,2021-10-30,Ascent,2,0
1,835.5476,291.03214,840.3622,224.77754,1600.0,1550.0,1600,2,1,Reyna,Sova,11800.0,15950.0,0,0,2.0,3.0,109.9,1,A,1,0,1,2,2,3582,1961,642184,41347,19404,2021-10-30,Ascent,2,0
0,815.2113,228.2268,680.69006,249.49725,1600.0,1600.0,1600,2,1,Killjoy,Killjoy,11800.0,15950.0,0,0,1.0,3.0,111.8,1,A,1,0,1,2,2,3062,2213,642184,41347,19404,2021-10-30,Ascent,2,0
1,860.91406,322.57852,826.134,226.43031,1600.0,1600.0,1600,2,1,Reyna,Killjoy,11800.0,15950.0,0,0,1.0,2.0,119.0,1,A,1,0,1,2,2,3582,2213,642184,41347,19404,2021-10-30,Ascent,2,0
0,721.43445,417.3614,747.8788,364.76013,1600.0,1600.0,1600,2,1,Sova,Astra,13900.0,15650.0,0,0,5.0,5.0,48.4,1,A,1,0,1,3,3,3346,4639,642185,41347,19404,2021-10-30,Ascent,2,0
0,731.9978,398.53418,755.63965,420.23578,1600.0,1600.0,1600,2,1,Astra,Sage,13900.0,15650.0,0,0,5.0,4.0,48.9,1,A,2,0,1,3,3,494,13591,642185,41347,19404,2021-10-30,Ascent,2,0
1,716.1168,372.23355,755.99896,419.8765,1600.0,1600.0,1600,2,1,Killjoy,Sage,13900.0,15650.0,0,0,5.0,3.0,49.0,1,A,2,0,1,3,3,3062,13591,642185,41347,19404,2021-10-30,Ascent,2,0
0,728.4767,397.2407,749.81903,399.46835,1600.0,1600.0,1600,2,1,Killjoy,Astra,13900.0,15650.0,0,0,4.0,3.0,50.4,1,A,2,0,1,3,3,3062,4639,642185,41347,19404,2021-10-30,Ascent,2,0
0,831.1641,224.63382,793.6534,306.69754,1600.0,1600.0,1600,2,2,Reyna,Sova,13900.0,15650.0,0,0,4.0,2.0,50.7,1,A,2,0,1,3,3,3582,1961,642185,41347,19404,2021-10-30,Ascent,2,0
1,808.88763,245.83243,792.5755,306.48196,1600.0,1600.0,1600,2,2,Jett,Sova,13900.0,15650.0,0,0,4.0,1.0,51.4,1,A,2,0,1,3,3,1710,1961,642185,41347,19404,2021-10-30,Ascent,2,0
0,859.69244,259.9169,686.36694,234.47859,1600.0,1600.0,1600,2,1,Jett,Astra,13900.0,15650.0,0,0,3.0,1.0,56.0,1,A,2,0,1,3,3,1710,4639,642185,41347,19404,2021-10-30,Ascent,2,0
0,305.94196,382.86877,179.82828,427.63733,500.0,2900.0,2900,0,2,Killjoy,Raze,18550.0,9100.0,2,2,5.0,5.0,7.6,0,N,-1,1,0,4,4,3062,3599,642186,41347,19404,2021-10-30,Ascent,2,0
0,823.7626,430.94287,790.20416,505.96436,800.0,2900.0,2900,0,2,Jett,Raze,18550.0,9100.0,2,2,5.0,4.0,46.2,0,N,-1,1,0,4,4,1710,3599,642186,41347,19404,2021-10-30,Ascent,2,0
0,821.6068,224.63382,741.77075,426.84686,2901.0,1600.0,1600,2,1,Reyna,Astra,18550.0,9100.0,2,2,5.0,3.0,67.1,1,A,1,1,0,4,4,3582,4639,642186,41347,19404,2021-10-30,Ascent,2,0
1,802.4203,232.6821,807.666,492.311,950.0,1600.0,950,0,2,Astra,Sage,18550.0,9100.0,2,2,5.0,2.0,96.0,1,A,4,1,0,4,4,494,13591,642186,41347,19404,2021-10-30,Ascent,2,0
1,48.10954,307.77545,152.80905,296.49347,2900.0,2250.0,2900,1,2,Killjoy,Killjoy,21800.0,16950.0,4,4,3.0,5.0,29.3,0,N,-1,1,0,5,5,3062,2213,642187,41347,19404,2021-10-30,Ascent,2,0
1,48.10954,307.77545,128.95164,295.84674,2900.0,2900.0,2900,1,2,Killjoy,Sova,21800.0,16950.0,4,4,2.0,5.0,29.4,0,N,-1,1,0,5,5,3062,1961,642187,41347,19404,2021-10-30,Ascent,2,0
1,47.53467,302.88898,185.14589,293.90652,2900.0,2900.0,2900,1,2,Killjoy,Sage,21800.0,16950.0,4,4,1.0,5.0,30.3,0,N,-1,1,0,5,5,3062,13591,642187,41347,19404,2021-10-30,Ascent,2,0
1,470.788,119.71873,623.20233,178.35622,2901.0,2901.0,2901,2,2,Jett,Killjoy,20500.0,23000.0,5,5,5.0,5.0,93.4,1,B,1,0,1,6,6,1710,2213,642188,41347,19404,2021-10-30,Ascent,2,0
0,322.6134,247.84448,351.21353,250.57516,2900.0,2900.0,2900,2,1,Reyna,Astra,20500.0,23000.0,5,5,4.0,5.0,99.9,1,B,1,0,1,6,6,3582,4639,642188,41347,19404,2021-10-30,Ascent,2,0
0,268.57495,228.37053,318.5174,440.7158,2900.0,2900.0,2900,2,2,Killjoy,Raze,20500.0,23000.0,5,5,4.0,4.0,100.8,1,B,1,0,1,6,6,3062,3599,642188,41347,19404,2021-10-30,Ascent,2,0
1,310.25354,244.2515,350.35123,253.09024,2901.0,2900.0,2901,2,1,Jett,Astra,20500.0,23000.0,5,5,4.0,3.0,101.0,1,B,1,0,1,6,6,1710,4639,642188,41347,19404,2021-10-30,Ascent,2,0
0,310.25354,244.03592,242.6336,361.4546,2901.0,2900.0,2900,2,1,Jett,Sova,20500.0,23000.0,5,5,3.0,3.0,101.1,1,B,1,0,1,6,6,1710,1961,642188,41347,19404,2021-10-30,Ascent,2,0
0,273.4614,244.39523,325.20035,439.06302,2900.0,2900.0,2900,2,2,Sova,Raze,20500.0,23000.0,5,5,3.0,2.0,101.9,1,B,1,0,1,6,6,3346,3599,642188,41347,19404,2021-10-30,Ascent,2,0
1,355.0221,281.76224,251.83163,362.10132,2901.0,2900.0,2901,2,1,Astra,Sova,20500.0,23000.0,5,5,3.0,1.0,102.5,1,B,1,0,1,6,6,494,1961,642188,41347,19404,2021-10-30,Ascent,2,0
0,355.0221,281.76224,223.44708,380.06625,2901.0,2901.0,2901,2,2,Astra,Sage,20500.0,23000.0,5,5,2.0,1.0,102.6,1,B,1,0,1,6,6,494,13591,642188,41347,19404,2021-10-30,Ascent,2,0
1,851.716,410.96588,782.2277,503.1618,2901.0,2900.0,2901,1,2,Astra,Raze,21150.0,21300.0,4,4,5.0,5.0,29.7,0,N,-1,1,0,7,7,494,3599,642189,41347,19404,2021-10-30,Ascent,2,0
0,631.538,477.29236,553.5703,462.633,2901.0,2901.0,2901,1,2,Astra,Sage,21150.0,21300.0,4,4,5.0,5.0,61.5,0,N,-1,1,0,7,7,494,13591,642189,41347,19404,2021-10-30,Ascent,2,0
1,663.58746,403.13318,594.0992,465.00436,2901.0,2901.0,2901,1,2,Reyna,Sage,21150.0,21300.0,4,4,5.0,4.0,63.6,0,N,-1,1,0,7,7,3582,13591,642189,41347,19404,2021-10-30,Ascent,2,0
1,500.46606,282.12155,427.09732,541.3193,4700.0,2901.0,4700,2,2,Jett,Killjoy,21150.0,21300.0,4,4,4.0,4.0,64.4,0,N,-1,1,0,7,7,1710,2213,642189,41347,19404,2021-10-30,Ascent,2,0
0,856.3869,267.7496,748.5256,374.74863,2900.0,1600.0,1600,2,2,Sova,Astra,21150.0,21300.0,4,4,3.0,4.0,70.7,0,N,-1,1,0,7,7,3346,4639,642189,41347,19404,2021-10-30,Ascent,2,0
1,852.2909,390.34216,787.689,500.3593,2900.0,1600.0,2900,1,2,Killjoy,Astra,21150.0,21300.0,4,4,3.0,3.0,105.1,1,A,2,1,0,7,7,3062,4639,642189,41347,19404,2021-10-30,Ascent,2,0
0,852.2909,390.34216,797.6057,496.2633,2900.0,2900.0,2900,1,2,Killjoy,Raze,21150.0,21300.0,4,4,2.0,3.0,105.2,1,A,2,1,0,7,7,3062,3599,642189,41347,19404,2021-10-30,Ascent,2,0
1,826.92444,297.7151,798.03687,496.47888,4700.0,2900.0,4700,2,2,Jett,Raze,21150.0,21300.0,4,4,2.0,2.0,105.4,1,A,2,1,0,7,7,1710,3599,642189,41347,19404,2021-10-30,Ascent,2,0
0,792.863,342.98666,837.34406,478.4421,4700.0,2900.0,2900,2,2,Jett,Sova,21150.0,21300.0,4,4,1.0,2.0,113.2,1,A,4,1,0,7,7,1710,1961,642189,41347,19404,2021-10-30,Ascent,2,0
0,815.4987,459.18372,781.2935,486.34668,2901.0,2900.0,2900,1,2,Reyna,Sova,21150.0,21300.0,4,4,1.0,1.0,116.8,1,A,8,1,0,7,7,3582,1961,642189,41347,19404,2021-10-30,Ascent,2,0
1,439.38535,276.80392,459.1467,543.8344,950.0,2900.0,950,0,2,Astra,Sage,21150.0,7200.0,4,4,5.0,5.0,36.8,0,N,-1,1,0,8,8,494,13591,642190,41347,19404,2021-10-30,Ascent,2,0
1,763.5442,248.99423,829.58325,235.91579,800.0,2900.0,800,1,2,Jett,Raze,21150.0,7200.0,4,4,4.0,5.0,65.3,0,N,-1,1,0,8,8,1710,3599,642190,41347,19404,2021-10-30,Ascent,2,0
0,610.48315,663.19324,644.97577,737.13684,450.0,2900.0,2900,1,2,Reyna,Sova,21150.0,7200.0,4,4,3.0,5.0,78.2,0,N,-1,1,0,8,8,3582,1961,642190,41347,19404,2021-10-30,Ascent,2,0
1,734.0099,239.14948,848.7698,267.7496,800.0,2901.0,800,0,2,Sova,Killjoy,21150.0,7200.0,4,4,3.0,4.0,94.3,1,A,1,1,0,8,8,3346,2213,642190,41347,19404,2021-10-30,Ascent,2,0
0,712.452,419.51718,766.99347,337.23788,800.0,1600.0,1600,1,2,Killjoy,Astra,21150.0,7200.0,4,4,2.0,4.0,98.3,1,A,1,1,0,8,8,3062,4639,642190,41347,19404,2021-10-30,Ascent,2,0
0,773.60455,287.43915,750.8251,364.2571,800.0,1600.0,1600,0,2,Sova,Astra,21150.0,7200.0,4,4,2.0,3.0,102.1,1,A,1,1,0,8,8,3346,4639,642190,41347,19404,2021-10-30,Ascent,2,0
0,801.3424,224.63382,811.3309,501.36536,950.0,2900.0,2900,0,2,Astra,Sova,21150.0,7200.0,4,4,2.0,2.0,102.8,1,A,1,1,0,8,8,494,1961,642190,41347,19404,2021-10-30,Ascent,2,0
0,805.5821,254.81488,811.3309,501.36536,800.0,2900.0,2900,1,2,Jett,Sova,21150.0,7200.0,4,4,2.0,1.0,103.0,1,A,1,1,0,8,8,1710,1961,642190,41347,19404,2021-10-30,Ascent,2,0
0,578.8649,446.249,411.36008,534.5645,4700.0,2900.0,2900,1,2,Jett,Raze,21950.0,23050.0,4,4,5.0,5.0,8.7,0,N,-1,1,0,9,9,1710,3599,642191,41347,19404,2021-10-30,Ascent,2,0
0,327.428,342.12436,179.54085,442.87158,2900.0,2250.0,2250,2,2,Killjoy,Killjoy,21950.0,23050.0,4,4,5.0,4.0,10.5,0,N,-1,1,0,9,9,3062,2213,642191,41347,19404,2021-10-30,Ascent,2,0
1,250.6819,203.57895,292.0012,392.35425,2900.0,2250.0,2900,2,2,Sova,Killjoy,21950.0,23050.0,4,4,5.0,3.0,20.8,0,N,-1,1,0,9,9,3346,2213,642191,41347,19404,2021-10-30,Ascent,2,0
0,306.3731,319.0574,274.5393,407.30106,2901.0,2900.0,2900,2,2,Astra,Raze,21950.0,23050.0,4,4,4.0,3.0,22.4,0,N,-1,1,0,9,9,494,3599,642191,41347,19404,2021-10-30,Ascent,2,0
0,277.34183,208.8247,290.49213,279.82202,2901.0,2900.0,2900,2,2,Reyna,Raze,21950.0,23050.0,4,4,4.0,2.0,28.8,0,N,-1,1,0,9,9,3582,3599,642191,41347,19404,2021-10-30,Ascent,2,0
1,184.49916,350.89124,261.24527,340.39972,2900.0,2901.0,2900,2,2,Sova,Sage,21950.0,23050.0,4,4,4.0,1.0,30.1,0,N,-1,1,0,9,9,3346,13591,642191,41347,19404,2021-10-30,Ascent,2,0
0,603.2972,139.552,282.7313,169.08632,2900.0,2900.0,2900,2,2,Sova,Raze,21950.0,23050.0,4,4,3.0,1.0,64.7,1,A,1,1,0,9,9,3346,3599,642191,41347,19404,2021-10-30,Ascent,2,0
1,784.3835,295.27185,833.3918,463.06415,800.0,2901.0,800,1,2,Reyna,Astra,22600.0,8800.0,5,5,5.0,5.0,81.6,0,N,-1,1,0,10,10,3582,4639,642192,41347,19404,2021-10-30,Ascent,2,0
1,856.0994,422.8946,827.57117,429.43384,1600.0,2900.0,1600,1,2,Killjoy,Raze,22600.0,8800.0,5,5,4.0,5.0,83.0,0,N,-1,1,0,10,10,3062,3599,642192,41347,19404,2021-10-30,Ascent,2,0
0,818.3013,428.28406,830.37366,502.44324,1600.0,2900.0,2900,1,2,Killjoy,Sage,22600.0,8800.0,5,5,3.0,5.0,86.0,0,N,-1,1,0,10,10,3062,13591,642192,41347,19404,2021-10-30,Ascent,2,0
0,800.1926,224.84941,837.34406,473.77124,800.0,2900.0,2900,0,2,Jett,Sova,22600.0,8800.0,5,5,3.0,4.0,92.2,0,N,-1,1,0,10,10,1710,1961,642192,41347,19404,2021-10-30,Ascent,2,0
0,771.9518,288.15775,753.1246,300.94876,800.0,2900.0,2900,1,2,Reyna,Killjoy,22600.0,8800.0,5,5,3.0,3.0,94.4,0,N,-1,1,0,10,10,3582,2213,642192,41347,19404,2021-10-30,Ascent,2,0
0,797.0308,226.21474,826.4933,493.53262,800.0,2900.0,2900,0,2,Astra,Sova,22600.0,8800.0,5,5,2.0,2.0,101.4,1,A,1,1,0,10,10,494,1961,642192,41347,19404,2021-10-30,Ascent,2,0
0,803.067,249.92844,830.8767,495.83215,1550.0,2900.0,2900,0,2,Sova,Sova,22600.0,8800.0,5,5,2.0,1.0,112.5,1,A,1,1,0,10,10,3346,1961,642192,41347,19404,2021-10-30,Ascent,2,0
1,294.37256,368.5687,222.58478,416.71466,2900.0,2900.0,2900,2,2,Sova,Raze,22750.0,22550.0,5,5,5.0,5.0,11.6,0,N,-1,1,0,11,11,3346,3599,642193,41347,19404,2021-10-30,Ascent,2,0
1,636.56824,471.83102,453.6854,449.4108,2900.0,2900.0,2900,2,2,Reyna,Sage,22750.0,22550.0,5,5,4.0,5.0,18.6,0,N,-1,1,0,11,11,3582,13591,642193,41347,19404,2021-10-30,Ascent,2,0
1,250.10703,203.1478,301.48666,403.20505,4700.0,2900.0,4700,1,2,Jett,Killjoy,22750.0,22550.0,5,5,3.0,5.0,20.8,0,N,-1,1,0,11,11,1710,2213,642193,41347,19404,2021-10-30,Ascent,2,0
1,487.7469,367.99384,408.4857,375.61096,2900.0,2900.0,2900,2,2,Reyna,Astra,22750.0,22550.0,5,5,2.0,5.0,41.2,0,N,-1,1,0,11,11,3582,4639,642193,41347,19404,2021-10-30,Ascent,2,0
1,262.7543,376.68884,194.84695,432.1645,2900.0,2900.0,2900,1,2,Killjoy,Sova,22750.0,22550.0,5,5,1.0,5.0,44.6,0,N,-1,1,0,11,11,3062,1961,642193,41347,19404,2021-10-30,Ascent,2,0
1,890.1609,224.63382,744.214,425.76898,2900.0,1600.0,2900,2,2,Reyna,Astra,21250.0,23000.0,4,4,5.0,5.0,37.2,0,N,-1,0,1,12,12,3582,4639,642194,41347,19404,2021-10-30,Ascent,2,0
0,757.65173,250.21585,840.29034,251.43747,2900.0,2900.0,2900,2,2,Reyna,Raze,21250.0,23000.0,4,4,4.0,5.0,40.8,0,N,-1,0,1,12,12,3582,3599,642194,41347,19404,2021-10-30,Ascent,2,0
1,571.3915,440.57208,527.34155,526.9474,2900.0,2900.0,1550,2,2,Sova,Raze,21250.0,23000.0,4,4,5.0,4.0,64.0,0,N,-1,0,1,12,12,3346,3599,642194,41347,19404,2021-10-30,Ascent,2,0
1,401.08414,265.88126,250.17886,343.9927,2900.0,2901.0,2900,2,2,Killjoy,Sage,21250.0,23000.0,4,4,4.0,4.0,77.1,0,N,-1,0,1,12,12,3062,13591,642194,41347,19404,2021-10-30,Ascent,2,0
1,254.9216,329.69263,262.6106,360.23297,2900.0,3200.0,2900,2,2,Killjoy,Sova,21250.0,23000.0,4,4,3.0,4.0,113.3,1,B,2,0,1,12,12,3062,1961,642194,41347,19404,2021-10-30,Ascent,2,0
0,238.25018,218.38203,57.59502,311.51215,1550.0,1550.0,1600,2,2,Sova,Astra,21250.0,23000.0,4,4,2.0,4.0,116.7,1,B,2,0,1,12,12,3346,4639,642194,41347,19404,2021-10-30,Ascent,2,0
1,129.16722,291.104,48.612564,309.21265,2900.0,1600.0,4700,2,2,Jett,Astra,21250.0,23000.0,4,4,2.0,3.0,117.6,1,B,2,0,1,12,12,1710,4639,642194,41347,19404,2021-10-30,Ascent,2,0
1,129.31094,271.8456,91.6565,240.08365,2900.0,2901.0,4700,2,2,Jett,Killjoy,21250.0,23000.0,4,4,1.0,3.0,118.7,1,B,2,0,1,12,12,1710,2213,642194,41347,19404,2021-10-30,Ascent,2,0
1,221.36316,360.87973,78.07501,291.53516,0.0,0.0,0,1,0,Sage,Sova,3650.0,2900.0,0,0,5.0,5.0,99.3,1,B,1,0,0,13,1,13591,3346,642195,41347,19404,2021-10-30,Ascent,2,0
0,243.56778,211.19608,211.80582,221.40015,0.0,0.0,0,0,1,Astra,Killjoy,3650.0,2900.0,0,0,4.0,5.0,100.8,1,B,1,0,0,13,1,4639,3062,642195,41347,19404,2021-10-30,Ascent,2,0
0,256.3588,211.69908,214.32092,205.51917,0.0,0.0,0,1,1,Raze,Killjoy,3650.0,2900.0,0,0,4.0,4.0,101.2,1,B,1,0,0,13,1,3599,3062,642195,41347,19404,2021-10-30,Ascent,2,0
1,147.5633,356.4244,212.66815,220.96898,0.0,0.0,0,1,1,Sage,Killjoy,3650.0,2900.0,0,0,4.0,3.0,102.2,1,B,1,0,0,13,1,13591,3062,642195,41347,19404,2021-10-30,Ascent,2,0
0,168.25888,352.9033,54.57691,272.7798,0.0,500.0,500,1,0,Killjoy,Jett,3650.0,2900.0,0,0,3.0,3.0,103.7,1,B,1,0,0,13,1,2213,1710,642195,41347,19404,2021-10-30,Ascent,2,0
0,268.1438,205.95032,80.15895,238.50273,0.0,500.0,500,0,0,Sova,Reyna,3650.0,2900.0,0,0,3.0,2.0,104.6,1,B,1,0,0,13,1,1961,3582,642195,41347,19404,2021-10-30,Ascent,2,0
1,96.9741,294.98444,51.77438,310.14682,0.0,500.0,0,1,0,Sage,Jett,3650.0,2900.0,0,0,3.0,1.0,105.8,1,B,1,0,0,13,1,13591,1710,642195,41347,19404,2021-10-30,Ascent,2,0
0,85.33284,293.33163,99.20175,292.90048,0.0,500.0,500,1,0,Sage,Reyna,3650.0,2900.0,0,0,2.0,1.0,112.8,1,B,2,0,0,13,1,13591,3582,642195,41347,19404,2021-10-30,Ascent,2,0
0,273.53326,203.07593,305.22336,382.94064,0.0,1600.0,1600,0,2,Sova,Jett,17050.0,750.0,0,0,5.0,5.0,34.5,0,N,-1,1,0,14,2,1961,1710,642196,41347,19404,2021-10-30,Ascent,2,0
0,291.6419,144.86961,258.73016,353.2626,0.0,1600.0,1600,0,2,Sage,Jett,17050.0,750.0,0,0,5.0,4.0,37.2,0,N,-1,1,0,14,2,13591,1710,642196,41347,19404,2021-10-30,Ascent,2,0
0,291.6419,144.86961,258.73016,353.2626,0.0,1600.0,1600,0,2,Sage,Jett,17050.0,750.0,0,0,5.0,3.0,37.2,0,N,-1,1,0,14,2,13591,1710,642196,41347,19404,2021-10-30,Ascent,2,0
1,166.74983,329.26147,198.00877,362.24506,0.0,1600.0,0,0,2,Killjoy,Reyna,17050.0,750.0,0,0,5.0,4.0,37.2,0,N,-1,1,0,14,2,2213,3582,642196,41347,19404,2021-10-30,Ascent,2,0
1,166.74983,329.26147,198.00877,362.24506,0.0,1600.0,0,0,2,Killjoy,Reyna,17050.0,750.0,0,0,5.0,3.0,37.2,0,N,-1,1,0,14,2,2213,3582,642196,41347,19404,2021-10-30,Ascent,2,0
1,350.63867,248.77866,341.94363,244.6108,0.0,1600.0,0,0,2,Raze,Killjoy,17050.0,750.0,0,0,4.0,3.0,39.9,0,N,-1,1,0,14,2,3599,3062,642196,41347,19404,2021-10-30,Ascent,2,0
0,350.63867,248.41937,281.07852,413.33725,0.0,1600.0,1600,0,2,Raze,Astra,17050.0,750.0,0,0,3.0,3.0,40.0,0,N,-1,1,0,14,2,3599,494,642196,41347,19404,2021-10-30,Ascent,2,0
0,177.74435,419.8765,281.43784,640.5575,0.0,1600.0,1600,0,2,Astra,Jett,17050.0,750.0,0,0,3.0,1.0,93.4,1,B,8,1,0,14,2,4639,1710,642196,41347,19404,2021-10-30,Ascent,2,0
0,766.70605,270.624,777.70056,303.392,2901.0,1600.0,1600,2,2,Sage,Jett,14250.0,21900.0,0,0,5.0,5.0,65.5,0,N,-1,1,0,15,3,13591,1710,642197,41347,19404,2021-10-30,Ascent,2,0
1,779.71265,268.25262,776.9101,301.37994,2900.0,1600.0,2900,2,2,Astra,Jett,14250.0,21900.0,0,0,5.0,4.0,66.9,0,N,-1,1,0,15,3,4639,1710,642197,41347,19404,2021-10-30,Ascent,2,0
0,779.64075,268.25262,753.69946,300.15833,2900.0,500.0,500,2,2,Astra,Reyna,14250.0,21900.0,0,0,4.0,4.0,66.9,0,N,-1,1,0,15,3,4639,3582,642197,41347,19404,2021-10-30,Ascent,2,0
0,689.52875,369.2873,792.7911,406.94174,2900.0,1600.0,1600,2,2,Raze,Astra,14250.0,21900.0,0,0,4.0,3.0,67.4,0,N,-1,1,0,15,3,3599,494,642197,41347,19404,2021-10-30,Ascent,2,0
0,706.7751,370.7245,758.5859,416.8584,2901.0,1600.0,1600,2,2,Killjoy,Astra,14250.0,21900.0,0,0,4.0,2.0,79.5,1,A,1,1,0,15,3,2213,494,642197,41347,19404,2021-10-30,Ascent,2,0
0,426.52246,462.4174,577.71515,686.18835,950.0,2901.0,2901,1,2,Raze,Jett,23200.0,10900.0,5,5,5.0,5.0,34.4,0,N,-1,1,0,16,4,3599,1710,642198,41347,19404,2021-10-30,Ascent,2,0
0,635.63403,446.46457,351.21353,536.93585,3200.0,2901.0,2901,1,2,Sova,Astra,23200.0,10900.0,5,5,5.0,4.0,35.8,0,N,-1,1,0,16,4,1961,494,642198,41347,19404,2021-10-30,Ascent,2,0
1,786.68304,418.583,793.2941,425.33783,1850.0,2901.0,1850,1,2,Astra,Reyna,23200.0,10900.0,5,5,5.0,3.0,76.3,0,N,-1,1,0,16,4,4639,3582,642198,41347,19404,2021-10-30,Ascent,2,0
0,802.061,408.66638,847.47626,498.5628,1850.0,2901.0,2901,1,2,Astra,Astra,23200.0,10900.0,5,5,4.0,3.0,77.1,0,N,-1,1,0,16,4,4639,494,642198,41347,19404,2021-10-30,Ascent,2,0
0,738.9682,405.36084,744.2858,369.21542,950.0,2900.0,2900,0,2,Killjoy,Sova,23200.0,10900.0,5,5,4.0,2.0,82.3,0,N,-1,1,0,16,4,2213,3346,642198,41347,19404,2021-10-30,Ascent,2,0
0,817.2234,261.3541,846.1828,239.86807,450.0,2901.0,2901,1,2,Sage,Jett,23200.0,10900.0,5,5,4.0,1.0,82.4,0,N,-1,1,0,16,4,13591,1710,642198,41347,19404,2021-10-30,Ascent,2,0
1,383.3348,273.06723,252.4784,339.60925,2900.0,2901.0,2900,1,2,Sova,Reyna,21400.0,19800.0,4,4,5.0,4.0,58.1,0,N,-1,1,0,17,5,1961,3582,642199,41347,19404,2021-10-30,Ascent,2,0
1,292.3605,138.40225,271.8805,177.56575,2900.0,1600.0,2900,2,2,Raze,Jett,21400.0,19800.0,4,4,4.0,4.0,61.5,0,N,-1,1,0,17,5,3599,1710,642199,41347,19404,2021-10-30,Ascent,2,0
1,262.7543,215.00464,51.19951,233.32884,2900.0,2901.0,2900,2,2,Raze,Astra,21400.0,19800.0,4,4,3.0,4.0,89.5,1,B,1,1,0,17,5,3599,494,642199,41347,19404,2021-10-30,Ascent,2,0
1,215.2551,203.07593,170.27095,323.80014,2900.0,2900.0,2900,2,2,Raze,Sova,21400.0,19800.0,4,4,2.0,4.0,91.4,1,B,1,1,0,17,5,3599,3346,642199,41347,19404,2021-10-30,Ascent,2,0
0,350.71054,308.78146,272.67096,353.9812,2900.0,2900.0,2900,1,2,Sova,Killjoy,21400.0,19800.0,4,4,1.0,4.0,93.4,1,B,1,1,0,17,5,1961,3062,642199,41347,19404,2021-10-30,Ascent,2,0
1,257.00555,215.14835,258.22717,354.1249,2901.0,2900.0,2901,2,2,Killjoy,Killjoy,21400.0,19800.0,4,4,1.0,3.0,94.7,1,B,2,1,0,17,5,2213,3062,642199,41347,19404,2021-10-30,Ascent,2,0
